Image_ID,Mask_ID,Facemask_ID,Maskexists,Masknotexists,Face_Coordinates,Image_Coordinates,Image_CategoryID,Riskmask_ID,Non_riskmaskID,FileID,Maskweidth,Maskheight,Imagewidth,Imageheight,Mask_Price,Encryption_Key,Encryption_Method_SSN,Masked_Social_Security_Number,Masked_Credi_Number,Masked_DOB,Privacy_Policy_Reference_Number,Masked_Medical_Record,Data_Masking_Entity
15067,15067,,FALSE,FALSE,,,,52905,,,15087,14019,52603,52603,463,52384,108086,499,108086,,,,
15068,15068,,FALSE,FALSE,,,,52906,,,15088,14020,52604,52604,463,52385,108087,365,108087,,,,
15069,15069,,FALSE,FALSE,,,,52907,,,15089,14021,52605,52605,463,52386,108088,399,108088,,,,
15070,15070,,FALSE,FALSE,,,,52908,,,15090,14022,52606,52606,463,52387,108089,313,108089,,,,
15071,15071,,FALSE,FALSE,,,,52909,,,15091,14023,52607,52607,463,52388,108090,0,108090,,,,
15072,15072,,FALSE,FALSE,,,,52910,,,15092,14024,52608,52608,463,52389,108091,563,108091,,,,
15073,15073,,FALSE,FALSE,,,,52911,,,15093,14025,52609,52609,463,52390,108092,612,108092,,,,
15074,15074,,FALSE,FALSE,,,,52912,,,15094,14026,52610,52610,463,52391,108093,329,108093,,,,
15075,15075,,FALSE,FALSE,,,,52913,,,15095,14027,52611,52611,425,52392,108094,499,108094,,,,
15076,15076,,FALSE,FALSE,,,,52914,,,15096,14028,52612,52612,425,52393,108095,399,108095,,,,
15077,15077,,FALSE,FALSE,,,,52915,,,15097,14029,52613,52613,425,52394,108096,419,108096,,,,
15078,15078,,FALSE,FALSE,,,,52916,,,15098,14030,52614,52614,425,52395,108097,376,108097,,,,
15079,15079,,FALSE,FALSE,,,,52917,,,15099,14031,52615,52615,425,52396,108098,788,108098,,,,
15080,15080,,FALSE,FALSE,,,,52918,,,15100,14032,52616,52616,425,52397,108099,788,108099,,,,
15081,15081,,FALSE,FALSE,,,,52919,,,15101,14033,52617,52617,425,52398,108100,1299,108100,,,,
15082,15082,,FALSE,FALSE,,,,52920,,,15102,14034,52618,52618,425,52399,108101,499,108101,,,,
15083,15083,,FALSE,FALSE,,,,52921,,,15103,14035,52619,52619,425,52400,108102,499,108102,,,,
15084,15084,,FALSE,FALSE,,,,52922,,,15104,14036,52620,52620,425,52401,108103,487,108103,,,,
15085,15085,,FALSE,FALSE,,,,52923,,,15105,14037,52621,52621,425,52402,108104,499,108104,,,,
15086,15086,,FALSE,FALSE,,,,52924,,,15106,14038,52622,52622,463,52403,108105,721,108105,,,,
15087,15087,,FALSE,FALSE,,,,52925,,,15107,14039,52623,52623,463,52404,108106,474,108106,,,,
15088,15088,,FALSE,FALSE,,,,52926,,,15108,14040,52624,52624,463,52405,108107,696,108107,,,,
15089,15089,,FALSE,FALSE,,,,52927,,,15109,14041,52625,52625,463,52406,108108,499,108108,,,,
15090,15090,,FALSE,FALSE,,,,52928,,,15110,14042,52626,52626,463,52407,108109,492,108109,,,,
15091,15091,,FALSE,FALSE,,,,52929,,,15111,14043,52627,52627,463,52408,108110,612,108110,,,,
15092,15092,,FALSE,FALSE,,,,52930,,,15112,14044,52628,52628,363,52409,108111,499,108111,,,,
15093,15093,,FALSE,FALSE,,,,52931,,,15113,14045,52629,52629,363,52410,108112,375,108112,,,,
15094,15094,,FALSE,FALSE,,,,52932,,,15114,14046,52630,52630,363,52411,108113,313,108113,,,,
15095,15095,,FALSE,FALSE,,,,52933,,,15115,14047,52631,52631,363,52412,108114,1115,108114,,,,
15096,15096,,FALSE,FALSE,,,,52934,,,15116,14048,52632,52632,363,52413,108115,518,108115,,,,
15097,15097,,FALSE,FALSE,,,,52935,,,15117,14049,52633,52633,363,52414,108116,799,108116,,,,
15098,15098,,FALSE,FALSE,,,,52936,,,15118,14050,52634,52634,500,52415,108117,1254,108117,,,,
15099,15099,,FALSE,FALSE,,,,52937,,,15119,14051,52635,52635,500,52416,108118,381,108118,,,,
15100,15100,,FALSE,FALSE,,,,52938,,,15120,14052,52636,52636,500,52417,108119,1099,108119,,,,
15101,15101,,FALSE,FALSE,,,,52939,,,15121,14053,52637,52637,500,52418,108120,442,108120,,,,
15102,15102,,FALSE,FALSE,,,,52940,,,15122,14054,52638,52638,500,52419,108121,721,108121,,,,
15103,15103,,FALSE,FALSE,,,,52941,,,15123,14055,52639,52639,613,52420,108122,721,108122,,,,
15104,15104,,FALSE,FALSE,,,,52942,,,15124,14056,52640,52640,613,52421,108123,744,108123,,,,
15105,15105,,FALSE,FALSE,,,,52943,,,15125,14057,52641,52641,613,52422,108124,659,108124,,,,
15106,15106,,FALSE,FALSE,,,,52944,,,15126,14058,52642,52642,613,52423,108125,399,108125,,,,
15107,15107,,FALSE,FALSE,,,,52945,,,15127,14059,52643,52643,613,52424,108126,357,108126,,,,
15108,15108,,FALSE,FALSE,,,,52946,,,15128,14060,52644,52644,688,52425,108127,623,108127,,,,
15109,15109,,FALSE,FALSE,,,,52947,,,15129,14061,52645,52645,688,52426,108128,696,108128,,,,
15110,15110,,FALSE,FALSE,,,,52948,,,15130,14062,52646,52646,688,52427,108129,399,108129,,,,
15111,15111,,FALSE,FALSE,,,,52949,,,15131,14063,52647,52647,688,52428,108130,548,108130,,,,
15112,15112,,FALSE,FALSE,,,,52950,,,15132,14064,52648,52648,688,52429,108131,442,108131,,,,
15113,15113,,FALSE,FALSE,,,,52951,,,15133,14065,52649,52649,613,52430,108132,455,108132,,,,
15114,15114,,FALSE,FALSE,,,,52952,,,15134,14066,52650,52650,613,52431,108133,499,108133,,,,
15115,15115,,FALSE,FALSE,,,,52953,,,15135,14067,52651,52651,613,52432,108134,526,108134,,,,
15116,15116,,FALSE,FALSE,,,,52954,,,15136,14068,52652,52652,613,52433,108135,1221,108135,,,,
15117,15117,,FALSE,FALSE,,,,52955,,,15137,14069,52653,52653,613,52434,108136,357,108136,,,,
15118,15118,,FALSE,FALSE,,,,52956,,,15138,14070,52654,52654,1350,52435,108137,625,108137,,,,
15119,15119,,FALSE,FALSE,,,,52957,,,15139,14071,52655,52655,1350,52436,108138,1999,108138,,,,
15120,15120,,FALSE,FALSE,,,,52958,,,15140,14072,52656,52656,1350,52437,108139,419,108139,,,,
15121,15121,,FALSE,FALSE,,,,52959,,,15141,14073,52657,52657,1350,52438,108140,635,108140,,,,
15122,15122,,FALSE,FALSE,,,,52960,,,15142,14074,52658,52658,388,52439,108141,599,108141,,,,
15123,15123,,FALSE,FALSE,,,,52961,,,15143,14075,52659,52659,388,52440,108142,1186,108142,,,,
15124,15124,,FALSE,FALSE,,,,52962,,,15144,14076,52660,52660,425,52441,108143,568,108143,,,,
15125,15125,,FALSE,FALSE,,,,52963,,,15145,14077,52661,52661,425,52442,108144,540,108144,,,,
15126,15126,,FALSE,FALSE,,,,52964,,,15146,14078,52662,52662,500,52443,108145,999,108145,,,,
15127,15127,,FALSE,FALSE,,,,52965,,,15147,14079,52663,52663,500,52444,108146,499,108146,,,,
15128,15128,,FALSE,FALSE,,,,52966,,,15148,14080,52664,52664,500,52445,108147,487,108147,,,,
15129,15129,,FALSE,FALSE,,,,52967,,,15149,14081,52665,52665,563,52446,108148,358,108148,,,,
15130,15130,,FALSE,FALSE,,,,52968,,,15150,14082,52666,52666,563,52447,108149,399,108149,,,,
15131,15131,,FALSE,FALSE,,,,52969,,,15151,14083,52667,52667,463,52448,108150,1432,108150,,,,
15132,15132,,FALSE,FALSE,,,,52970,,,15152,14084,52668,52668,463,52449,108151,856,108151,,,,
15133,15133,,FALSE,FALSE,,,,52971,,,15153,14085,52669,52669,463,52450,108152,599,108152,,,,
15134,15134,,FALSE,FALSE,,,,52972,,,15154,14086,52670,52670,425,52451,108153,631,108153,,,,
15135,15135,,FALSE,FALSE,,,,52973,,,15155,14087,52671,52671,350,52452,108154,353,108154,,,,
15136,15136,,FALSE,FALSE,,,,52974,,,15156,14088,52672,52672,425,52453,108155,563,108155,,,,
15137,15137,,FALSE,FALSE,,,,52975,,,15157,14089,52673,52673,350,52454,108156,499,108156,,,,
15138,15138,,FALSE,FALSE,,,,52976,,,15158,14090,52674,52674,425,52455,108157,342,108157,,,,
15139,15139,,FALSE,FALSE,,,,52977,,,15159,14091,52675,52675,350,52456,108158,376,108158,,,,
15140,15140,,FALSE,FALSE,,,,52978,,,15160,14092,52676,52676,425,52457,108159,599,108159,,,,
15141,15141,,FALSE,FALSE,,,,52979,,,15161,14093,52677,52677,500,52458,108160,1432,108160,,,,
15142,15142,,FALSE,FALSE,,,,52980,,,15162,14094,52678,52678,500,52459,108161,939,108161,,,,
15143,15143,,FALSE,FALSE,,,,52981,,,15163,14095,52679,52679,500,52460,108162,499,108162,,,,
15144,15144,,FALSE,FALSE,,,,52982,,,15164,14096,52680,52680,500,52461,108163,411,108163,,,,
15145,15145,,FALSE,FALSE,,,,52983,,,15165,14097,52681,52681,356,52462,108164,475,108164,,,,
15146,15146,,FALSE,FALSE,,,,52984,,,15166,14098,52682,52682,356,52463,108165,387,108165,,,,
15147,15147,,FALSE,FALSE,,,,52985,,,15167,14099,52683,52683,356,52464,108166,399,108166,,,,
15148,15148,,FALSE,FALSE,,,,52986,,,15168,14100,52684,52684,388,52465,108167,759,108167,,,,
15149,15149,,FALSE,FALSE,,,,52987,,,15169,14101,52685,52685,388,52466,108168,459,108168,,,,
15150,15150,,FALSE,FALSE,,,,52988,,,15170,14102,52686,52686,425,52467,108169,376,108169,,,,
15151,15151,,FALSE,FALSE,,,,52989,,,15171,14103,52687,52687,425,52468,108170,399,108170,,,,
15152,15152,,FALSE,FALSE,,,,52990,,,15172,14104,52688,52688,425,52469,108171,744,108171,,,,
15153,15153,,FALSE,FALSE,,,,52991,,,15173,14105,52689,52689,425,52470,108172,635,108172,,,,
15154,15154,,FALSE,FALSE,,,,52992,,,15174,14106,52690,52690,425,52471,108173,744,108173,,,,
15155,15155,,FALSE,FALSE,,,,52993,,,15175,14107,52691,52691,350,52472,108174,499,108174,,,,
15156,15156,,FALSE,FALSE,,,,52994,,,15176,14108,52692,52692,294,52473,108175,1099,108175,,,,
15157,15157,,FALSE,FALSE,,,,52995,,,15177,14109,52693,52693,306,52474,108176,517,108176,,,,
15158,15158,,FALSE,FALSE,,,,52996,,,15178,14110,52694,52694,1075,52475,108177,273,108177,,,,
15159,15159,,FALSE,FALSE,,,,52997,,,15179,14111,52695,52695,613,52476,108178,284,108178,,,,
15160,15160,,FALSE,FALSE,,,,52998,,,15180,14112,52696,52696,1000,52477,108179,273,108179,,,,
15161,15161,,FALSE,FALSE,,,,52999,,,15181,14113,52697,52697,825,52478,108180,0,108180,,,,
15162,15162,,FALSE,FALSE,,,,53000,,,15182,14114,52698,52698,825,52479,108181,499,108181,,,,
15163,15163,,FALSE,FALSE,,,,53001,,,15183,14115,52699,52699,425,52480,108182,499,108182,,,,
15164,15164,,FALSE,FALSE,,,,53002,,,15184,14116,52700,52700,1313,52481,108183,499,108183,,,,
15165,15165,,FALSE,FALSE,,,,53003,,,15185,14117,52701,52701,1313,52482,108184,442,108184,,,,
15166,15166,,FALSE,FALSE,,,,53004,,,15186,14118,52702,52702,475,52483,108185,631,108185,,,,
15167,15167,,FALSE,FALSE,,,,53005,,,15187,14119,52703,52703,525,52484,108186,399,108186,,,,
15168,15168,,FALSE,FALSE,,,,53006,,,15188,14120,52704,52704,650,52485,108187,487,108187,,,,
15169,15169,,FALSE,FALSE,,,,53007,,,15189,14121,52705,52705,463,52486,108188,856,108188,,,,
15170,15170,,FALSE,FALSE,,,,53008,,,15190,14122,52706,52706,463,52487,108189,744,108189,,,,
15171,15171,,FALSE,FALSE,,,,53009,,,15191,14123,52707,52707,463,52488,108190,399,108190,,,,
15172,15172,,FALSE,FALSE,,,,53010,,,15192,14124,52708,52708,463,52489,108191,499,108191,,,,
15173,15173,,FALSE,FALSE,,,,53011,,,15193,14125,52709,52709,463,52490,108192,376,108192,,,,
15174,15174,,FALSE,FALSE,,,,53012,,,15194,14126,52710,52710,744,52491,108193,716,108193,,,,
15175,15175,,FALSE,FALSE,,,,53013,,,15195,14127,52711,52711,744,52492,108194,744,108194,,,,
15176,15176,,FALSE,FALSE,,,,53014,,,15196,14128,52712,52712,744,52493,108195,399,108195,,,,
15177,15177,,FALSE,FALSE,,,,53015,,,15197,14129,52713,52713,744,52494,108196,499,108196,,,,
15178,15178,,FALSE,FALSE,,,,53016,,,15198,14130,52714,52714,744,52495,108197,1149,108197,,,,
15179,15179,,FALSE,FALSE,,,,53017,,,15199,14131,52715,52715,719,52496,108198,685,108198,,,,
15180,15180,,FALSE,FALSE,,,,53018,,,15200,14132,52716,52716,719,52497,108199,517,108199,,,,
15181,15181,,FALSE,FALSE,,,,53019,,,15201,14133,52717,52717,719,52498,108200,399,108200,,,,
15182,15182,,FALSE,FALSE,,,,53020,,,15202,14134,52718,52718,719,52499,108201,1338,108201,,,,
15183,15183,,FALSE,FALSE,,,,53021,,,15203,14135,52719,52719,719,52500,108202,0,108202,,,,
15184,15184,,FALSE,FALSE,,,,53022,,,15204,14136,52720,52720,1313,52501,108203,432,108203,,,,
15185,15185,,FALSE,FALSE,,,,53023,,,15205,14137,52721,52721,1313,52502,108204,788,108204,,,,
15186,15186,,FALSE,FALSE,,,,53024,,,15206,14138,52722,52722,1313,52503,108205,499,108205,,,,
15187,15187,,FALSE,FALSE,,,,53025,,,15207,14139,52723,52723,1000,52504,108206,1033,108206,,,,
15188,15188,,FALSE,FALSE,,,,53026,,,15208,14140,52724,52724,1000,52505,108207,788,108207,,,,
15189,15189,,FALSE,FALSE,,,,53027,,,15209,14141,52725,52725,1000,52506,108208,499,108208,,,,
15190,15190,,FALSE,FALSE,,,,53028,,,15210,14142,52726,52726,1000,52507,108209,442,108209,,,,
15191,15191,,FALSE,FALSE,,,,53029,,,15211,14143,52727,52727,1000,52508,108210,345,108210,,,,
15192,15192,,FALSE,FALSE,,,,53030,,,15212,14144,52728,52728,1350,52509,108211,568,108211,,,,
15193,15193,,FALSE,FALSE,,,,53031,,,15213,14145,52729,52729,1350,52510,108212,432,108212,,,,
15194,15194,,FALSE,FALSE,,,,53032,,,15214,14146,52730,52730,1350,52511,108213,435,108213,,,,
15195,15195,,FALSE,FALSE,,,,53033,,,15215,14147,52731,52731,1350,52512,108214,751,108214,,,,
15196,15196,,FALSE,FALSE,,,,53034,,,15216,14148,52732,52732,1350,52513,108215,499,108215,,,,
15197,15197,,FALSE,FALSE,,,,53035,,,15217,14149,52733,52733,1313,52514,108216,399,108216,,,,
15198,15198,,FALSE,FALSE,,,,53036,,,15218,14150,52734,52734,1313,52515,108217,499,108217,,,,
15199,15199,,FALSE,FALSE,,,,53037,,,15219,14151,52735,52735,1313,52516,108218,540,108218,,,,
15200,15200,,FALSE,FALSE,,,,53038,,,15220,14152,52736,52736,869,52517,108219,518,108219,,,,
15201,15201,,FALSE,FALSE,,,,53039,,,15221,14153,52737,52737,869,52518,108220,654,108220,,,,
15202,15202,,FALSE,FALSE,,,,53040,,,15222,14154,52738,52738,869,52519,108221,487,108221,,,,
15203,15203,,FALSE,FALSE,,,,53041,,,15223,14155,52739,52739,869,52520,108222,399,108222,,,,
15204,15204,,FALSE,FALSE,,,,53042,,,15224,14156,52740,52740,869,52521,108223,744,108223,,,,
15205,15205,,FALSE,FALSE,,,,53043,,,15225,14157,52741,52741,1313,52522,108224,1112,108224,,,,
15206,15206,,FALSE,FALSE,,,,53044,,,15226,14158,52742,52742,1313,52523,108225,295,108225,,,,
15207,15207,,FALSE,FALSE,,,,53045,,,15227,14159,52743,52743,563,52524,108226,599,108226,,,,
15208,15208,,FALSE,FALSE,,,,53046,,,15228,14160,52744,52744,775,52525,108227,666,108227,,,,
15209,15209,,FALSE,FALSE,,,,53047,,,15229,14161,52745,52745,775,52526,108228,751,108228,,,,
15210,15210,,FALSE,FALSE,,,,53048,,,15230,14162,52746,52746,888,52527,108229,568,108229,,,,
15211,15211,,FALSE,FALSE,,,,53049,,,15231,14163,52747,52747,444,52528,108230,1432,108230,,,,
15212,15212,,FALSE,FALSE,,,,53050,,,15232,14164,52748,52748,444,52529,108231,597,108231,,,,
15213,15213,,FALSE,FALSE,,,,53051,,,15233,14165,52749,52749,500,52530,108232,612,108232,,,,
15214,15214,,FALSE,FALSE,,,,53052,,,15234,14166,52750,52750,500,52531,108233,435,108233,,,,
15215,15215,,FALSE,FALSE,,,,53053,,,15235,14167,52751,52751,500,52532,108234,316,108234,,,,
15216,15216,,FALSE,FALSE,,,,53054,,,15236,14168,52752,52752,500,52533,108235,380,108235,,,,
15217,15217,,FALSE,FALSE,,,,53055,,,15237,14169,52753,52753,525,52534,108236,441,108236,,,,
15218,15218,,FALSE,FALSE,,,,53056,,,15238,14170,52754,52754,525,52535,108237,499,108237,,,,
15219,15219,,FALSE,FALSE,,,,53057,,,15239,14171,52755,52755,463,52536,108238,339,108238,,,,
15220,15220,,FALSE,FALSE,,,,53058,,,15240,14172,52756,52756,463,52537,108239,825,108239,,,,
15221,15221,,FALSE,FALSE,,,,53059,,,15241,14173,52757,52757,975,52538,108240,571,108240,,,,
15222,15222,,FALSE,FALSE,,,,53060,,,15242,14174,52758,52758,975,52539,108241,725,108241,,,,
15223,15223,,FALSE,FALSE,,,,53061,,,15243,14175,52759,52759,975,52540,108242,721,108242,,,,
15224,15224,,FALSE,FALSE,,,,53062,,,15244,14176,52760,52760,975,52541,108243,399,108243,,,,
15225,15225,,FALSE,FALSE,,,,53063,,,15245,14177,52761,52761,650,52542,108244,788,108244,,,,
15226,15226,,FALSE,FALSE,,,,53064,,,15246,14178,52762,52762,650,52543,108245,533,108245,,,,
15227,15227,,FALSE,FALSE,,,,53065,,,15247,14179,52763,52763,538,52544,108246,540,108246,,,,
15228,15228,,FALSE,FALSE,,,,53066,,,15248,14180,52764,52764,538,52545,108247,744,108247,,,,
15229,15229,,FALSE,FALSE,,,,53067,,,15249,14181,52765,52765,688,52546,108248,362,108248,,,,
15230,15230,,FALSE,FALSE,,,,53068,,,15250,14182,52766,52766,688,52547,108249,435,108249,,,,
15231,15231,,FALSE,FALSE,,,,53069,,,15251,14183,52767,52767,650,52548,108250,744,108250,,,,
15232,15232,,FALSE,FALSE,,,,53070,,,15252,14184,52768,52768,775,52549,108251,1099,108251,,,,
15233,15233,,FALSE,FALSE,,,,53071,,,15253,14185,52769,52769,1075,52550,108252,399,108252,,,,
15234,15234,,FALSE,FALSE,,,,53072,,,15254,14186,52770,52770,850,52551,108253,459,108253,,,,
15235,15235,,FALSE,FALSE,,,,53073,,,15255,14187,52771,52771,850,52552,108254,612,108254,,,,
15236,15236,,FALSE,FALSE,,,,53074,,,15256,14188,52772,52772,813,52553,108255,1099,108255,,,,
15237,15237,,FALSE,FALSE,,,,53075,,,15257,14189,52773,52773,425,52554,108256,560,108256,,,,
15238,15238,,FALSE,FALSE,,,,53076,,,15258,14190,52774,52774,1238,52555,108257,648,108257,,,,
15239,15239,,FALSE,FALSE,,,,53077,,,15259,14191,52775,52775,425,52556,108258,1099,108258,,,,
15240,15240,,FALSE,FALSE,,,,53078,,,15260,14192,52776,52776,463,52557,108259,626,108259,,,,
15241,15241,,FALSE,FALSE,,,,53079,,,15261,14193,52777,52777,463,52558,108260,801,108260,,,,
15242,15242,,FALSE,FALSE,,,,53080,,,15262,14194,52778,52778,500,52559,108261,487,108261,,,,
15243,15243,,FALSE,FALSE,,,,53081,,,15263,14195,52779,52779,500,52560,108262,568,108262,,,,
15244,15244,,FALSE,FALSE,,,,53082,,,15264,14196,52780,52780,463,52561,108263,319,108263,,,,
15245,15245,,FALSE,FALSE,,,,53083,,,15265,14197,52781,52781,363,52562,108264,376,108264,,,,
15246,15246,,FALSE,FALSE,,,,53084,,,15266,14198,52782,52782,463,52563,108265,495,108265,,,,
15247,15247,,FALSE,FALSE,,,,53085,,,15267,14199,52783,52783,463,52564,108266,475,108266,,,,
15248,15248,,FALSE,FALSE,,,,53086,,,15268,14200,52784,52784,463,52565,108267,495,108267,,,,
15249,15249,,FALSE,FALSE,,,,53087,,,15269,14201,52785,52785,1000,52566,108268,654,108268,,,,
15250,15250,,FALSE,FALSE,,,,53088,,,15270,14202,52786,52786,294,52567,108269,442,108269,,,,
15251,15251,,FALSE,FALSE,,,,53089,,,15271,14203,52787,52787,294,52568,108270,518,108270,,,,
15252,15252,,FALSE,FALSE,,,,53090,,,15272,14204,52788,52788,294,52569,108271,471,108271,,,,
15253,15253,,FALSE,FALSE,,,,53091,,,15273,14205,52789,52789,294,52570,108272,645,108272,,,,
15254,15254,,FALSE,FALSE,,,,53092,,,15274,14206,52790,52790,425,52571,108273,725,108273,,,,
15255,15255,,FALSE,FALSE,,,,53093,,,15275,14207,52791,52791,425,52572,108274,376,108274,,,,
15256,15256,,FALSE,FALSE,,,,53094,,,15276,14208,52792,52792,344,52573,108275,376,108275,,,,
15257,15257,,FALSE,FALSE,,,,53095,,,15277,14209,52793,52793,356,52574,108276,376,108276,,,,
15258,15258,,FALSE,FALSE,,,,53096,,,15278,14210,52794,52794,356,52575,108277,725,108277,,,,
15259,15259,,FALSE,FALSE,,,,53097,,,15279,14211,52795,52795,394,52576,108278,517,108278,,,,
15260,15260,,FALSE,FALSE,,,,53098,,,15280,14212,52796,52796,463,52577,108279,499,108279,,,,
15261,15261,,FALSE,FALSE,,,,53099,,,15281,14213,52797,52797,463,52578,108280,744,108280,,,,
15262,15262,,FALSE,FALSE,,,,53100,,,15282,14214,52798,52798,463,52579,108281,471,108281,,,,
15263,15263,,FALSE,FALSE,,,,53101,,,15283,14215,52799,52799,463,52580,108282,521,108282,,,,
15264,15264,,FALSE,FALSE,,,,53102,,,15284,14216,52800,52800,525,52581,108283,471,108283,,,,
15265,15265,,FALSE,FALSE,,,,53103,,,15285,14217,52801,52801,525,52582,108284,399,108284,,,,
15266,15266,,FALSE,FALSE,,,,53104,,,15286,14218,52802,52802,525,52583,108285,471,108285,,,,
15267,15267,,FALSE,FALSE,,,,53105,,,15287,14219,52803,52803,563,52584,108286,582,108286,,,,
15268,15268,,FALSE,FALSE,,,,53106,,,15288,14220,52804,52804,563,52585,108287,925,108287,,,,
15269,15269,,FALSE,FALSE,,,,53107,,,15289,14221,52805,52805,369,52586,108288,499,108288,,,,
15270,15270,,FALSE,FALSE,,,,53108,,,15290,14222,52806,52806,394,52587,108289,399,108289,,,,
15271,15271,,FALSE,FALSE,,,,53109,,,15291,14223,52807,52807,538,52588,108290,1115,108290,,,,
15272,15272,,FALSE,FALSE,,,,53110,,,15292,14224,52808,52808,538,52589,108291,791,108291,,,,
15273,15273,,FALSE,FALSE,,,,53111,,,15293,14225,52809,52809,538,52590,108292,499,108292,,,,
15274,15274,,FALSE,FALSE,,,,53112,,,15294,14226,52810,52810,538,52591,108293,399,108293,,,,
15275,15275,,FALSE,FALSE,,,,53113,,,15295,14227,52811,52811,538,52592,108294,399,108294,,,,
15276,15276,,FALSE,FALSE,,,,53114,,,15296,14228,52812,52812,463,52593,108295,399,108295,,,,
15277,15277,,FALSE,FALSE,,,,53115,,,15297,14229,52813,52813,463,52594,108296,406,108296,,,,
15278,15278,,FALSE,FALSE,,,,53116,,,15298,14230,52814,52814,463,52595,108297,626,108297,,,,
15279,15279,,FALSE,FALSE,,,,53117,,,15299,14231,52815,52815,463,52596,108298,458,108298,,,,
15280,15280,,FALSE,FALSE,,,,53118,,,15300,14232,52816,52816,463,52597,108299,623,108299,,,,
15281,15281,,FALSE,FALSE,,,,53119,,,15301,14233,52817,52817,463,52598,108300,419,108300,,,,
15282,15282,,FALSE,FALSE,,,,53120,,,15302,14234,52818,52818,294,52599,108301,471,108301,,,,
15283,15283,,FALSE,FALSE,,,,53121,,,15303,14235,52819,52819,294,52600,108302,499,108302,,,,
15284,15284,,FALSE,FALSE,,,,53122,,,15304,14236,52820,52820,525,52601,108303,357,108303,,,,
15285,15285,,FALSE,FALSE,,,,53123,,,15305,14237,52821,52821,525,52602,108304,399,108304,,,,
15286,15286,,FALSE,FALSE,,,,53124,,,15306,14238,52822,52822,525,52603,108305,387,108305,,,,
15287,15287,,FALSE,FALSE,,,,53125,,,15307,14239,52823,52823,525,52604,108306,329,108306,,,,
15288,15288,,FALSE,FALSE,,,,53126,,,15308,14240,52824,52824,525,52605,108307,788,108307,,,,
15289,15289,,FALSE,FALSE,,,,53127,,,15309,14241,52825,52825,294,52606,108308,788,108308,,,,
15290,15290,,FALSE,FALSE,,,,53128,,,15310,14242,52826,52826,294,52607,108309,1238,108309,,,,
15291,15291,,FALSE,FALSE,,,,53129,,,15311,14243,52827,52827,294,52608,108310,782,108310,,,,
15292,15292,,FALSE,FALSE,,,,53130,,,15312,14244,52828,52828,463,52609,108311,399,108311,,,,
15293,15293,,FALSE,FALSE,,,,53131,,,15313,14245,52829,52829,463,52610,108312,699,108312,,,,
15294,15294,,FALSE,FALSE,,,,53132,,,15314,14246,52830,52830,463,52611,108313,759,108313,,,,
15295,15295,,FALSE,FALSE,,,,53133,,,15315,14247,52831,52831,463,52612,108314,788,108314,,,,
15296,15296,,FALSE,FALSE,,,,53134,,,15316,14248,52832,52832,463,52613,108315,568,108315,,,,
15297,15297,,FALSE,FALSE,,,,53135,,,15317,14249,52833,52833,425,52614,108316,442,108316,,,,
15298,15298,,FALSE,FALSE,,,,53136,,,15318,14250,52834,52834,425,52615,108317,631,108317,,,,
15299,15299,,FALSE,FALSE,,,,53137,,,15319,14251,52835,52835,425,52616,108318,631,108318,,,,
15300,15300,,FALSE,FALSE,,,,53138,,,15320,14252,52836,52836,344,52617,108319,824,108319,,,,
15301,15301,,FALSE,FALSE,,,,53139,,,15321,14253,52837,52837,344,52618,108320,449,108320,,,,
15302,15302,,FALSE,FALSE,,,,53140,,,15322,14254,52838,52838,344,52619,108321,295,108321,,,,
15303,15303,,FALSE,FALSE,,,,53141,,,15323,14255,52839,52839,344,52620,108322,399,108322,,,,
15304,15304,,FALSE,FALSE,,,,53142,,,15324,14256,52840,52840,344,52621,108323,725,108323,,,,
15305,15305,,FALSE,FALSE,,,,53143,,,15325,14257,52841,52841,344,52622,108324,824,108324,,,,
15306,15306,,FALSE,FALSE,,,,53144,,,15326,14258,52842,52842,344,52623,108325,1140,108325,,,,
15307,15307,,FALSE,FALSE,,,,53145,,,15327,14259,52843,52843,344,52624,108326,399,108326,,,,
15308,15308,,FALSE,FALSE,,,,53146,,,15328,14260,52844,52844,344,52625,108327,357,108327,,,,
15309,15309,,FALSE,FALSE,,,,53147,,,15329,14261,52845,52845,356,52626,108328,759,108328,,,,
15310,15310,,FALSE,FALSE,,,,53148,,,15330,14262,52846,52846,356,52627,108329,599,108329,,,,
15311,15311,,FALSE,FALSE,,,,53149,,,15331,14263,52847,52847,356,52628,108330,399,108330,,,,
15312,15312,,FALSE,FALSE,,,,53150,,,15332,14264,52848,52848,356,52629,108331,399,108331,,,,
15313,15313,,FALSE,FALSE,,,,53151,,,15333,14265,52849,52849,356,52630,108332,499,108332,,,,
15314,15314,,FALSE,FALSE,,,,53152,,,15334,14266,52850,52850,356,52631,108333,1033,108333,,,,
15315,15315,,FALSE,FALSE,,,,53153,,,15335,14267,52851,52851,356,52632,108334,715,108334,,,,
15316,15316,,FALSE,FALSE,,,,53154,,,15336,14268,52852,52852,356,52633,108335,299,108335,,,,
15317,15317,,FALSE,FALSE,,,,53155,,,15337,14269,52853,52853,363,52634,108336,521,108336,,,,
15318,15318,,FALSE,FALSE,,,,53156,,,15338,14270,52854,52854,363,52635,108337,574,108337,,,,
15319,15319,,FALSE,FALSE,,,,53157,,,15339,14271,52855,52855,363,52636,108338,399,108338,,,,
15320,15320,,FALSE,FALSE,,,,53158,,,15340,14272,52856,52856,363,52637,108339,357,108339,,,,
